"method","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct"
"ncv3","model2",1,40,4,14,4,14,1
"cv","model2",1,40,5,14,4,14,1
"cv_1se","model2",1,40,5,14,4,14,1
"cvc","model2",1,40,5,14,4,14,1
"ncv1","model2",1,40,5,14,4,14,1
"ncv2","model2",1,40,5,14,4,14,1
"ncv3","model2",1,40,5,14,4,14,1
"cv","model2",1,40,6,14,4,14,1
"cv_1se","model2",1,40,6,14,4,14,1
"cvc","model2",1,40,6,14,4,14,1
"ncv1","model2",1,40,6,14,4,14,1
"ncv2","model2",1,40,6,14,4,14,1
"ncv3","model2",1,40,6,14,4,14,1
"cv","model2",1,40,7,14,4,14,1
"cv_1se","model2",1,40,7,14,4,14,1
"cvc","model2",1,40,7,14,4,14,1
"ncv1","model2",1,40,7,14,4,14,1
"ncv2","model2",1,40,7,14,4,14,1
"ncv3","model2",1,40,7,14,4,14,1
"cv","model2",1,40,8,14,4,14,1
"cv_1se","model2",1,40,8,14,4,14,1
"cvc","model2",1,40,8,14,4,14,1
"ncv1","model2",1,40,8,14,4,14,1
"ncv2","model2",1,40,8,14,4,14,1
"ncv3","model2",1,40,8,14,4,14,1
"cv","model2",1,40,9,14,4,14,1
"cv_1se","model2",1,40,9,14,4,14,1
"cvc","model2",1,40,9,14,4,14,1
"ncv1","model2",1,40,9,14,4,14,1
"ncv2","model2",1,40,9,14,4,14,1
"ncv3","model2",1,40,9,14,4,14,1
"cv","model2",1,40,10,14,4,14,1
"cv_1se","model2",1,40,10,14,4,14,1
"cvc","model2",1,40,10,14,4,14,1
"ncv1","model2",1,40,10,14,4,14,1
"ncv2","model2",1,40,10,14,4,14,1
"ncv3","model2",1,40,10,14,4,14,1
"cv","model2",1,40,11,14,4,14,1
"cv_1se","model2",1,40,11,14,4,14,1
"cvc","model2",1,40,11,14,4,14,1
"ncv1","model2",1,40,11,14,4,14,1
"ncv2","model2",1,40,11,14,4,14,1
"ncv3","model2",1,40,11,14,4,14,1
"cv","model2",1,40,12,14,4,14,1
"cv_1se","model2",1,40,12,14,4,14,1
"cvc","model2",1,40,12,14,4,14,1
"ncv1","model2",1,40,12,14,4,14,1
"ncv2","model2",1,40,12,14,4,14,1
"ncv3","model2",1,40,12,14,4,14,1
"cv","model2",1,40,13,16,5,14,0
"cv_1se","model2",1,40,13,14,4,14,1
"cvc","model2",1,40,13,14,4,14,1
"ncv1","model2",1,40,13,14,4,14,1
"ncv2","model2",1,40,13,16,5,14,0
"ncv3","model2",1,40,13,14,4,14,1
"cv","model2",1,40,14,14,4,14,1
"cv_1se","model2",1,40,14,14,4,14,1
"cvc","model2",1,40,14,14,4,14,1
"ncv1","model2",1,40,14,14,4,14,1
"ncv2","model2",1,40,14,14,4,14,1
"ncv3","model2",1,40,14,14,4,14,1
"cv","model2",1,40,15,14,4,14,1
"cv_1se","model2",1,40,15,14,4,14,1
"cvc","model2",1,40,15,14,4,14,1
"ncv1","model2",1,40,15,14,4,14,1
"ncv2","model2",1,40,15,14,4,14,1
"ncv3","model2",1,40,15,14,4,14,1
"cv","model2",1,40,16,14,4,14,1
"cv_1se","model2",1,40,16,14,4,14,1
"cvc","model2",1,40,16,14,4,14,1
"ncv1","model2",1,40,16,14,4,14,1
"ncv2","model2",1,40,16,14,4,14,1
"ncv3","model2",1,40,16,14,4,14,1
"cv","model2",1,40,17,14,4,14,1
"cv_1se","model2",1,40,17,14,4,14,1
"cvc","model2",1,40,17,14,4,14,1
"ncv1","model2",1,40,17,14,4,14,1
"ncv2","model2",1,40,17,14,4,14,1
"ncv3","model2",1,40,17,14,4,14,1
"cv","model2",1,40,18,14,4,14,1
"cv_1se","model2",1,40,18,14,4,14,1
"cvc","model2",1,40,18,14,4,14,1
"ncv1","model2",1,40,18,14,4,14,1
"ncv2","model2",1,40,18,14,4,14,1
"ncv3","model2",1,40,18,14,4,14,1
"cv","model2",1,40,19,14,4,14,1
"cv_1se","model2",1,40,19,14,4,14,1
"cvc","model2",1,40,19,14,4,14,1
"ncv1","model2",1,40,19,14,4,14,1
"ncv2","model2",1,40,19,14,4,14,1
"ncv3","model2",1,40,19,14,4,14,1
"cv","model2",1,40,20,14,4,14,1
"cv_1se","model2",1,40,20,14,4,14,1
"cvc","model2",1,40,20,14,4,14,1
"ncv1","model2",1,40,20,14,4,14,1
"ncv2","model2",1,40,20,14,4,14,1
"ncv3","model2",1,40,20,14,4,14,1
"cv","model2",1,40,21,16,5,14,0
"cv_1se","model2",1,40,21,14,4,14,1
"cvc","model2",1,40,21,14,4,14,1
"ncv1","model2",1,40,21,14,4,14,1
"ncv2","model2",1,40,21,14,4,14,1
"ncv3","model2",1,40,21,14,4,14,1
"cv","model2",1,40,22,16,5,14,0
"cv_1se","model2",1,40,22,14,4,14,1
"cvc","model2",1,40,22,14,4,14,1
"ncv1","model2",1,40,22,14,4,14,1
"ncv2","model2",1,40,22,14,4,14,1
"ncv3","model2",1,40,22,14,4,14,1
"cv","model2",1,40,23,14,4,14,1
"cv_1se","model2",1,40,23,14,4,14,1
"cvc","model2",1,40,23,14,4,14,1
"ncv1","model2",1,40,23,14,4,14,1
"ncv2","model2",1,40,23,14,4,14,1
"ncv3","model2",1,40,23,14,4,14,1
"cv","model2",1,40,24,14,4,14,1
"cv_1se","model2",1,40,24,14,4,14,1
"cvc","model2",1,40,24,14,4,14,1
"ncv1","model2",1,40,24,14,4,14,1
"ncv2","model2",1,40,24,14,4,14,1
"ncv3","model2",1,40,24,14,4,14,1
"cv","model2",1,40,25,14,4,14,1
"cv_1se","model2",1,40,25,14,4,14,1
"cvc","model2",1,40,25,14,4,14,1
"ncv1","model2",1,40,25,14,4,14,1
"ncv2","model2",1,40,25,14,4,14,1
"ncv3","model2",1,40,25,14,4,14,1
"cv","model2",1,40,26,14,4,14,1
"cv_1se","model2",1,40,26,14,4,14,1
"cvc","model2",1,40,26,14,4,14,1
"ncv1","model2",1,40,26,14,4,14,1
"ncv2","model2",1,40,26,14,4,14,1
"ncv3","model2",1,40,26,14,4,14,1
"cv","model2",1,40,27,16,5,14,0
"cv_1se","model2",1,40,27,14,4,14,1
"cvc","model2",1,40,27,14,4,14,1
"ncv1","model2",1,40,27,14,4,14,1
"ncv2","model2",1,40,27,14,4,14,1
"ncv3","model2",1,40,27,14,4,14,1
"cv","model2",1,40,28,14,4,14,1
"cv_1se","model2",1,40,28,14,4,14,1
"cvc","model2",1,40,28,14,4,14,1
"ncv1","model2",1,40,28,14,4,14,1
"ncv2","model2",1,40,28,14,4,14,1
"ncv3","model2",1,40,28,14,4,14,1
"cv","model2",1,40,29,14,4,14,1
"cv_1se","model2",1,40,29,14,4,14,1
"cvc","model2",1,40,29,14,4,14,1
"ncv1","model2",1,40,29,14,4,14,1
"ncv2","model2",1,40,29,14,4,14,1
"ncv3","model2",1,40,29,14,4,14,1
"cv","model2",1,40,30,14,4,14,1
"cv_1se","model2",1,40,30,14,4,14,1
"cvc","model2",1,40,30,14,4,14,1
"ncv1","model2",1,40,30,14,4,14,1
"ncv2","model2",1,40,30,14,4,14,1
"ncv3","model2",1,40,30,14,4,14,1
"cv","model2",1,40,31,16,5,14,0
"cv_1se","model2",1,40,31,14,4,14,1
"cvc","model2",1,40,31,14,4,14,1
"ncv1","model2",1,40,31,14,4,14,1
"ncv2","model2",1,40,31,14,4,14,1
"ncv3","model2",1,40,31,14,4,14,1
"cv","model2",1,40,32,14,4,14,1
"cv_1se","model2",1,40,32,14,4,14,1
"cvc","model2",1,40,32,14,4,14,1
"ncv1","model2",1,40,32,14,4,14,1
"ncv2","model2",1,40,32,14,4,14,1
"ncv3","model2",1,40,32,14,4,14,1
"cv","model2",1,40,33,14,4,14,1
"cv_1se","model2",1,40,33,14,4,14,1
"cvc","model2",1,40,33,14,4,14,1
"ncv1","model2",1,40,33,14,4,14,1
"ncv2","model2",1,40,33,14,4,14,1
"ncv3","model2",1,40,33,14,4,14,1
"cv","model2",1,40,34,14,4,14,1
"cv_1se","model2",1,40,34,14,4,14,1
"cvc","model2",1,40,34,14,4,14,1
"ncv1","model2",1,40,34,14,4,14,1
"ncv2","model2",1,40,34,14,4,14,1
"ncv3","model2",1,40,34,14,4,14,1
"cv","model2",1,40,35,16,5,14,0
"cv_1se","model2",1,40,35,14,4,14,1
"cvc","model2",1,40,35,16,5,14,0
"ncv1","model2",1,40,35,14,4,14,1
"ncv2","model2",1,40,35,14,4,14,1
"ncv3","model2",1,40,35,14,4,14,1
"cv","model2",1,40,36,14,4,14,1
"cv_1se","model2",1,40,36,14,4,14,1
"cvc","model2",1,40,36,14,4,14,1
"ncv1","model2",1,40,36,14,4,14,1
"ncv2","model2",1,40,36,14,4,14,1
"ncv3","model2",1,40,36,14,4,14,1
"cv","model2",1,40,37,14,4,14,1
"cv_1se","model2",1,40,37,14,4,14,1
"cvc","model2",1,40,37,14,4,14,1
"ncv1","model2",1,40,37,14,4,14,1
"ncv2","model2",1,40,37,14,4,14,1
"ncv3","model2",1,40,37,14,4,14,1
"cv","model2",1,40,38,14,4,14,1
"cv_1se","model2",1,40,38,14,4,14,1
"cvc","model2",1,40,38,14,4,14,1
"ncv1","model2",1,40,38,14,4,14,1
"ncv2","model2",1,40,38,14,4,14,1
"ncv3","model2",1,40,38,14,4,14,1
"cv","model2",1,40,39,14,4,14,1
"cv_1se","model2",1,40,39,14,4,14,1
"cvc","model2",1,40,39,14,4,14,1
"ncv1","model2",1,40,39,14,4,14,1
"ncv2","model2",1,40,39,14,4,14,1
"ncv3","model2",1,40,39,14,4,14,1
"cv","model2",1,40,40,16,5,14,0
"cv_1se","model2",1,40,40,14,4,14,1
"cvc","model2",1,40,40,14,4,14,1
"ncv1","model2",1,40,40,14,4,14,1
"ncv2","model2",1,40,40,14,4,14,1
"ncv3","model2",1,40,40,14,4,14,1
"cv","model2",1,40,41,14,4,14,1
"cv_1se","model2",1,40,41,14,4,14,1
"cvc","model2",1,40,41,14,4,14,1
"ncv1","model2",1,40,41,14,4,14,1
"ncv2","model2",1,40,41,14,4,14,1
"ncv3","model2",1,40,41,14,4,14,1
"cv","model2",1,40,42,16,5,14,0
"cv_1se","model2",1,40,42,14,4,14,1
"cvc","model2",1,40,42,14,4,14,1
"ncv1","model2",1,40,42,14,4,14,1
"ncv2","model2",1,40,42,14,4,14,1
"ncv3","model2",1,40,42,14,4,14,1
"cv","model2",1,40,43,16,5,14,0
"cv_1se","model2",1,40,43,14,4,14,1
"cvc","model2",1,40,43,14,4,14,1
"ncv1","model2",1,40,43,14,4,14,1
"ncv2","model2",1,40,43,14,4,14,1
"ncv3","model2",1,40,43,14,4,14,1
"cv","model2",1,40,44,14,4,14,1
"cv_1se","model2",1,40,44,14,4,14,1
"cvc","model2",1,40,44,14,4,14,1
"ncv1","model2",1,40,44,14,4,14,1
"ncv2","model2",1,40,44,14,4,14,1
"ncv3","model2",1,40,44,14,4,14,1
"cv","model2",1,40,45,14,4,14,1
"cv_1se","model2",1,40,45,14,4,14,1
"cvc","model2",1,40,45,14,4,14,1
"ncv1","model2",1,40,45,14,4,14,1
"ncv2","model2",1,40,45,16,5,14,0
"ncv3","model2",1,40,45,14,4,14,1
"cv","model2",1,40,46,16,5,14,0
"cv_1se","model2",1,40,46,14,4,14,1
"cvc","model2",1,40,46,14,4,14,1
"ncv1","model2",1,40,46,14,4,14,1
"ncv2","model2",1,40,46,16,5,14,0
"ncv3","model2",1,40,46,14,4,14,1
"cv","model2",1,40,47,16,5,14,0
"cv_1se","model2",1,40,47,14,4,14,1
"cvc","model2",1,40,47,14,4,14,1
"ncv1","model2",1,40,47,14,4,14,1
"ncv2","model2",1,40,47,16,5,14,0
"ncv3","model2",1,40,47,14,4,14,1
"cv","model2",1,40,48,16,5,14,0
"cv_1se","model2",1,40,48,16,5,14,0
"cvc","model2",1,40,48,14,4,14,1
"ncv1","model2",1,40,48,16,5,14,0
"ncv2","model2",1,40,48,16,5,14,0
"ncv3","model2",1,40,48,16,5,14,0
"cv","model2",1,40,49,14,4,14,1
"cv_1se","model2",1,40,49,14,4,14,1
"cvc","model2",1,40,49,14,4,14,1
"ncv1","model2",1,40,49,14,4,14,1
"ncv2","model2",1,40,49,14,4,14,1
"ncv3","model2",1,40,49,14,4,14,1
"cv","model2",1,40,50,14,4,14,1
"cv_1se","model2",1,40,50,14,4,14,1
"cvc","model2",1,40,50,14,4,14,1
"ncv1","model2",1,40,50,14,4,14,1
"ncv2","model2",1,40,50,14,4,14,1
"ncv3","model2",1,40,50,14,4,14,1
"cv","model2",1,40,51,16,5,14,0
"cv_1se","model2",1,40,51,14,4,14,1
"cvc","model2",1,40,51,14,4,14,1
"ncv1","model2",1,40,51,14,4,14,1
"ncv2","model2",1,40,51,14,4,14,1
"ncv3","model2",1,40,51,14,4,14,1
"cv","model2",1,40,52,16,5,14,0
"cv_1se","model2",1,40,52,14,4,14,1
"cvc","model2",1,40,52,14,4,14,1
"ncv1","model2",1,40,52,14,4,14,1
"ncv2","model2",1,40,52,16,5,14,0
"ncv3","model2",1,40,52,14,4,14,1
"cv","model2",1,40,53,14,4,14,1
"cv_1se","model2",1,40,53,14,4,14,1
"cvc","model2",1,40,53,14,4,14,1
"ncv1","model2",1,40,53,14,4,14,1
"ncv2","model2",1,40,53,14,4,14,1
"ncv3","model2",1,40,53,14,4,14,1
"cv","model2",1,40,54,14,4,14,1
"cv_1se","model2",1,40,54,14,4,14,1
"cvc","model2",1,40,54,14,4,14,1
"ncv1","model2",1,40,54,14,4,14,1
"ncv2","model2",1,40,54,14,4,14,1
"ncv3","model2",1,40,54,14,4,14,1
"cv","model2",1,40,55,14,4,14,1
"cv_1se","model2",1,40,55,14,4,14,1
"cvc","model2",1,40,55,14,4,14,1
"ncv1","model2",1,40,55,14,4,14,1
"ncv2","model2",1,40,55,14,4,14,1
"ncv3","model2",1,40,55,14,4,14,1
"cv","model2",1,40,56,14,4,14,1
"cv_1se","model2",1,40,56,14,4,14,1
"cvc","model2",1,40,56,14,4,14,1
"ncv1","model2",1,40,56,14,4,14,1
"ncv2","model2",1,40,56,14,4,14,1
"ncv3","model2",1,40,56,14,4,14,1
"cv","model2",1,40,57,14,4,14,1
"cv_1se","model2",1,40,57,14,4,14,1
"cvc","model2",1,40,57,14,4,14,1
"ncv1","model2",1,40,57,14,4,14,1
"ncv2","model2",1,40,57,14,4,14,1
"ncv3","model2",1,40,57,14,4,14,1
"cv","model2",1,40,58,14,4,14,1
"cv_1se","model2",1,40,58,14,4,14,1
"cvc","model2",1,40,58,14,4,14,1
"ncv1","model2",1,40,58,14,4,14,1
"ncv2","model2",1,40,58,14,4,14,1
"ncv3","model2",1,40,58,14,4,14,1
"cv","model2",1,40,59,14,4,14,1
"cv_1se","model2",1,40,59,14,4,14,1
"cvc","model2",1,40,59,14,4,14,1
"ncv1","model2",1,40,59,14,4,14,1
"ncv2","model2",1,40,59,14,4,14,1
"ncv3","model2",1,40,59,14,4,14,1
"cv","model2",1,40,60,14,4,14,1
"cv_1se","model2",1,40,60,14,4,14,1
"cvc","model2",1,40,60,14,4,14,1
"ncv1","model2",1,40,60,14,4,14,1
"ncv2","model2",1,40,60,14,4,14,1
"ncv3","model2",1,40,60,14,4,14,1
"cv","model2",1,40,61,14,4,14,1
"cv_1se","model2",1,40,61,14,4,14,1
"cvc","model2",1,40,61,14,4,14,1
"ncv1","model2",1,40,61,14,4,14,1
"ncv2","model2",1,40,61,14,4,14,1
"ncv3","model2",1,40,61,14,4,14,1
"cv","model2",1,40,62,14,4,14,1
"cv_1se","model2",1,40,62,14,4,14,1
"cvc","model2",1,40,62,14,4,14,1
"ncv1","model2",1,40,62,14,4,14,1
"ncv2","model2",1,40,62,14,4,14,1
"ncv3","model2",1,40,62,14,4,14,1
"cv","model2",1,40,63,14,4,14,1
"cv_1se","model2",1,40,63,14,4,14,1
"cvc","model2",1,40,63,14,4,14,1
"ncv1","model2",1,40,63,14,4,14,1
"ncv2","model2",1,40,63,14,4,14,1
"ncv3","model2",1,40,63,14,4,14,1
"cv","model2",1,40,64,14,4,14,1
"cv_1se","model2",1,40,64,14,4,14,1
"cvc","model2",1,40,64,14,4,14,1
"ncv1","model2",1,40,64,14,4,14,1
"ncv2","model2",1,40,64,16,5,14,0
"ncv3","model2",1,40,64,14,4,14,1
"cv","model2",1,40,65,14,4,14,1
"cv_1se","model2",1,40,65,14,4,14,1
"cvc","model2",1,40,65,14,4,14,1
"ncv1","model2",1,40,65,14,4,14,1
"ncv2","model2",1,40,65,14,4,14,1
"ncv3","model2",1,40,65,14,4,14,1
"cv","model2",1,40,66,14,4,14,1
"cv_1se","model2",1,40,66,14,4,14,1
"cvc","model2",1,40,66,14,4,14,1
"ncv1","model2",1,40,66,14,4,14,1
"ncv2","model2",1,40,66,14,4,14,1
"ncv3","model2",1,40,66,14,4,14,1
"cv","model2",1,40,67,14,4,14,1
"cv_1se","model2",1,40,67,14,4,14,1
"cvc","model2",1,40,67,14,4,14,1
"ncv1","model2",1,40,67,14,4,14,1
"ncv2","model2",1,40,67,14,4,14,1
"ncv3","model2",1,40,67,14,4,14,1
"cv","model2",1,40,68,14,4,14,1
"cv_1se","model2",1,40,68,14,4,14,1
"cvc","model2",1,40,68,14,4,14,1
"ncv1","model2",1,40,68,14,4,14,1
"ncv2","model2",1,40,68,14,4,14,1
"ncv3","model2",1,40,68,14,4,14,1
"cv","model2",1,40,69,14,4,14,1
"cv_1se","model2",1,40,69,14,4,14,1
"cvc","model2",1,40,69,14,4,14,1
"ncv1","model2",1,40,69,14,4,14,1
"ncv2","model2",1,40,69,14,4,14,1
"ncv3","model2",1,40,69,14,4,14,1
"cv","model2",1,40,70,14,4,14,1
"cv_1se","model2",1,40,70,14,4,14,1
"cvc","model2",1,40,70,14,4,14,1
"ncv1","model2",1,40,70,14,4,14,1
"ncv2","model2",1,40,70,14,4,14,1
"ncv3","model2",1,40,70,14,4,14,1
"cv","model2",1,40,71,14,4,14,1
"cv_1se","model2",1,40,71,14,4,14,1
"cvc","model2",1,40,71,14,4,14,1
"ncv1","model2",1,40,71,14,4,14,1
"ncv2","model2",1,40,71,14,4,14,1
"ncv3","model2",1,40,71,14,4,14,1
"cv","model2",1,40,72,14,4,14,1
"cv_1se","model2",1,40,72,14,4,14,1
"cvc","model2",1,40,72,14,4,14,1
"ncv1","model2",1,40,72,14,4,14,1
"ncv2","model2",1,40,72,14,4,14,1
"ncv3","model2",1,40,72,14,4,14,1
"cv","model2",1,40,73,16,5,14,0
"cv_1se","model2",1,40,73,14,4,14,1
"cvc","model2",1,40,73,14,4,14,1
"ncv1","model2",1,40,73,14,4,14,1
"ncv2","model2",1,40,73,16,5,14,0
"ncv3","model2",1,40,73,14,4,14,1
"cv","model2",1,40,74,14,4,14,1
"cv_1se","model2",1,40,74,14,4,14,1
"cvc","model2",1,40,74,14,4,14,1
"ncv1","model2",1,40,74,14,4,14,1
"ncv2","model2",1,40,74,14,4,14,1
"ncv3","model2",1,40,74,14,4,14,1
"cv","model2",1,40,75,14,4,14,1
"cv_1se","model2",1,40,75,14,4,14,1
"cvc","model2",1,40,75,14,4,14,1
"ncv1","model2",1,40,75,14,4,14,1
"ncv2","model2",1,40,75,14,4,14,1
"ncv3","model2",1,40,75,14,4,14,1
"cv","model2",1,40,76,14,4,14,1
"cv_1se","model2",1,40,76,14,4,14,1
"cvc","model2",1,40,76,14,4,14,1
"ncv1","model2",1,40,76,14,4,14,1
"ncv2","model2",1,40,76,16,5,14,0
"ncv3","model2",1,40,76,14,4,14,1
"cv","model2",1,40,77,14,4,14,1
"cv_1se","model2",1,40,77,14,4,14,1
"cvc","model2",1,40,77,14,4,14,1
"ncv1","model2",1,40,77,14,4,14,1
"ncv2","model2",1,40,77,14,4,14,1
"ncv3","model2",1,40,77,14,4,14,1
"cv","model2",1,40,78,14,4,14,1
"cv_1se","model2",1,40,78,14,4,14,1
"cvc","model2",1,40,78,14,4,14,1
"ncv1","model2",1,40,78,14,4,14,1
"ncv2","model2",1,40,78,14,4,14,1
"ncv3","model2",1,40,78,14,4,14,1
"cv","model2",1,40,79,14,4,14,1
"cv_1se","model2",1,40,79,14,4,14,1
"cvc","model2",1,40,79,14,4,14,1
"ncv1","model2",1,40,79,14,4,14,1
"ncv2","model2",1,40,79,14,4,14,1
"ncv3","model2",1,40,79,14,4,14,1
"cv","model2",1,40,80,14,4,14,1
"cv_1se","model2",1,40,80,14,4,14,1
"cvc","model2",1,40,80,14,4,14,1
"ncv1","model2",1,40,80,14,4,14,1
"ncv2","model2",1,40,80,14,4,14,1
"ncv3","model2",1,40,80,14,4,14,1
"cv","model2",1,40,81,14,4,14,1
"cv_1se","model2",1,40,81,14,4,14,1
"cvc","model2",1,40,81,14,4,14,1
"ncv1","model2",1,40,81,14,4,14,1
"ncv2","model2",1,40,81,14,4,14,1
"ncv3","model2",1,40,81,14,4,14,1
"cv","model2",1,40,82,14,4,14,1
"cv_1se","model2",1,40,82,14,4,14,1
"cvc","model2",1,40,82,14,4,14,1
"ncv1","model2",1,40,82,14,4,14,1
"ncv2","model2",1,40,82,14,4,14,1
"ncv3","model2",1,40,82,14,4,14,1
"cv","model2",1,40,83,14,4,14,1
"cv_1se","model2",1,40,83,14,4,14,1
"cvc","model2",1,40,83,14,4,14,1
"ncv1","model2",1,40,83,14,4,14,1
"ncv2","model2",1,40,83,14,4,14,1
"ncv3","model2",1,40,83,14,4,14,1
"cv","model2",1,40,84,14,4,14,1
"cv_1se","model2",1,40,84,14,4,14,1
"cvc","model2",1,40,84,14,4,14,1
"ncv1","model2",1,40,84,14,4,14,1
"ncv2","model2",1,40,84,14,4,14,1
"ncv3","model2",1,40,84,14,4,14,1
"cv","model2",1,40,85,14,4,14,1
"cv_1se","model2",1,40,85,14,4,14,1
"cvc","model2",1,40,85,14,4,14,1
"ncv1","model2",1,40,85,14,4,14,1
"ncv2","model2",1,40,85,14,4,14,1
"ncv3","model2",1,40,85,14,4,14,1
"cv","model2",1,40,86,16,5,14,0
"cv_1se","model2",1,40,86,14,4,14,1
"cvc","model2",1,40,86,14,4,14,1
"ncv1","model2",1,40,86,14,4,14,1
"ncv2","model2",1,40,86,14,4,14,1
"ncv3","model2",1,40,86,14,4,14,1
"cv","model2",1,40,87,14,4,14,1
"cv_1se","model2",1,40,87,14,4,14,1
"cvc","model2",1,40,87,14,4,14,1
"ncv1","model2",1,40,87,14,4,14,1
"ncv2","model2",1,40,87,14,4,14,1
"ncv3","model2",1,40,87,14,4,14,1
"cv","model2",1,40,88,14,4,14,1
"cv_1se","model2",1,40,88,14,4,14,1
"cvc","model2",1,40,88,14,4,14,1
"ncv1","model2",1,40,88,14,4,14,1
"ncv2","model2",1,40,88,14,4,14,1
"ncv3","model2",1,40,88,14,4,14,1
"cv","model2",1,40,89,16,5,14,0
"cv_1se","model2",1,40,89,14,4,14,1
"cvc","model2",1,40,89,14,4,14,1
"ncv1","model2",1,40,89,16,5,14,0
"ncv2","model2",1,40,89,16,5,14,0
"ncv3","model2",1,40,89,16,5,14,0
"cv","model2",1,40,90,14,4,14,1
"cv_1se","model2",1,40,90,14,4,14,1
"cvc","model2",1,40,90,14,4,14,1
"ncv1","model2",1,40,90,14,4,14,1
"ncv2","model2",1,40,90,14,4,14,1
"ncv3","model2",1,40,90,14,4,14,1
"cv","model2",1,40,91,14,4,14,1
"cv_1se","model2",1,40,91,14,4,14,1
"cvc","model2",1,40,91,14,4,14,1
"ncv1","model2",1,40,91,14,4,14,1
"ncv2","model2",1,40,91,14,4,14,1
"ncv3","model2",1,40,91,14,4,14,1
"cv","model2",1,40,92,14,4,14,1
"cv_1se","model2",1,40,92,14,4,14,1
"cvc","model2",1,40,92,14,4,14,1
"ncv1","model2",1,40,92,14,4,14,1
"ncv2","model2",1,40,92,14,4,14,1
"ncv3","model2",1,40,92,14,4,14,1
"cv","model2",1,40,93,14,4,14,1
"cv_1se","model2",1,40,93,14,4,14,1
"cvc","model2",1,40,93,14,4,14,1
"ncv1","model2",1,40,93,14,4,14,1
"ncv2","model2",1,40,93,14,4,14,1
"ncv3","model2",1,40,93,14,4,14,1
"cv","model2",1,40,94,14,4,14,1
"cv_1se","model2",1,40,94,14,4,14,1
"cvc","model2",1,40,94,14,4,14,1
"ncv1","model2",1,40,94,14,4,14,1
"ncv2","model2",1,40,94,14,4,14,1
"ncv3","model2",1,40,94,14,4,14,1
"cv","model2",1,40,95,16,5,14,0
"cv_1se","model2",1,40,95,14,4,14,1
"cvc","model2",1,40,95,14,4,14,1
"ncv1","model2",1,40,95,14,4,14,1
"ncv2","model2",1,40,95,14,4,14,1
"ncv3","model2",1,40,95,14,4,14,1
"cv","model2",1,40,96,14,4,14,1
"cv_1se","model2",1,40,96,14,4,14,1
"cvc","model2",1,40,96,14,4,14,1
"ncv1","model2",1,40,96,14,4,14,1
"ncv2","model2",1,40,96,14,4,14,1
"ncv3","model2",1,40,96,14,4,14,1
"cv","model2",1,40,97,16,5,14,0
"cv_1se","model2",1,40,97,14,4,14,1
"cvc","model2",1,40,97,16,5,14,0
"ncv1","model2",1,40,97,14,4,14,1
"ncv2","model2",1,40,97,14,4,14,1
"ncv3","model2",1,40,97,14,4,14,1
"cv","model2",1,40,98,16,5,14,0
"cv_1se","model2",1,40,98,14,4,14,1
"cvc","model2",1,40,98,14,4,14,1
"ncv1","model2",1,40,98,14,4,14,1
"ncv2","model2",1,40,98,14,4,14,1
"ncv3","model2",1,40,98,14,4,14,1
"cv","model2",1,40,99,16,5,14,0
"cv_1se","model2",1,40,99,14,4,14,1
"cvc","model2",1,40,99,14,4,14,1
"ncv1","model2",1,40,99,14,4,14,1
"ncv2","model2",1,40,99,14,4,14,1
"ncv3","model2",1,40,99,14,4,14,1
"cv","model2",1,40,100,14,4,14,1
"cv_1se","model2",1,40,100,14,4,14,1
"cvc","model2",1,40,100,14,4,14,1
"ncv1","model2",1,40,100,14,4,14,1
"ncv2","model2",1,40,100,14,4,14,1
"ncv3","model2",1,40,100,14,4,14,1
"cv","model2",1,80,1,14,4,14,1
"cv_1se","model2",1,80,1,14,4,14,1
"cvc","model2",1,80,1,14,4,14,1
"ncv1","model2",1,80,1,14,4,14,1
"ncv2","model2",1,80,1,14,4,14,1
"ncv3","model2",1,80,1,14,4,14,1
"cv","model2",1,80,2,14,4,14,1
"cv_1se","model2",1,80,2,14,4,14,1
"cvc","model2",1,80,2,14,4,14,1
"ncv1","model2",1,80,2,14,4,14,1
"ncv2","model2",1,80,2,14,4,14,1
"ncv3","model2",1,80,2,14,4,14,1
"cv","model2",1,80,3,14,4,14,1
"cv_1se","model2",1,80,3,14,4,14,1
"cvc","model2",1,80,3,14,4,14,1
"ncv1","model2",1,80,3,14,4,14,1
"ncv2","model2",1,80,3,14,4,14,1
"ncv3","model2",1,80,3,14,4,14,1
"cv","model2",1,80,4,14,4,14,1
"cv_1se","model2",1,80,4,14,4,14,1
"cvc","model2",1,80,4,14,4,14,1
"ncv1","model2",1,80,4,14,4,14,1
"ncv2","model2",1,80,4,14,4,14,1
"ncv3","model2",1,80,4,14,4,14,1
"cv","model2",1,80,5,14,4,14,1
"cv_1se","model2",1,80,5,14,4,14,1
"cvc","model2",1,80,5,14,4,14,1
"ncv1","model2",1,80,5,14,4,14,1
"ncv2","model2",1,80,5,14,4,14,1
"ncv3","model2",1,80,5,14,4,14,1
"cv","model2",1,80,6,16,5,14,0
"cv_1se","model2",1,80,6,14,4,14,1
"cvc","model2",1,80,6,14,4,14,1
"ncv1","model2",1,80,6,14,4,14,1
"ncv2","model2",1,80,6,16,5,14,0
"ncv3","model2",1,80,6,14,4,14,1
"cv","model2",1,80,7,14,4,14,1
"cv_1se","model2",1,80,7,14,4,14,1
